invoice_id,customer_id,customer_name,invoice_date,due_date,payment_terms,invoice_amount,open_balance,dispute_flag,dispute_reason
INV-10137,C027,Foundry Lane Supply,2026-05-05,2026-06-04,Net 30,8120,8120,N,
INV-10138,C027,Foundry Lane Supply,2026-05-03,2026-06-02,Net 30,11770,11770,N,
INV-10139,C027,Foundry Lane Supply,2026-04-29,2026-05-29,Net 30,9460,9460,N,
INV-10140,C027,Foundry Lane Supply,2026-04-26,2026-05-26,Net 30,10190,10190,N,
INV-10141,C027,Foundry Lane Supply,2026-04-10,2026-05-10,Net 30,4120,4120,N,
INV-10142,C027,Foundry Lane Supply,2026-03-25,2026-04-24,Net 30,11180,11180,N,
INV-10143,C027,Foundry Lane Supply,2026-03-11,2026-04-10,Net 30,8510,8510,N,
INV-10144,C027,Foundry Lane Supply,2026-03-06,2026-04-05,Net 30,9870,9870,N,
INV-10145,C028,Apex Holdings Group,2026-05-05,2026-06-04,Net 30,39470,39470,N,
INV-10146,C028,Apex Holdings Group,2026-04-22,2026-05-22,Net 30,24900,24900,N,
INV-10147,C028,Apex Holdings Group,2026-04-01,2026-05-01,Net 30,19670,19670,N,
INV-10148,C028,Apex Holdings Group,2026-02-20,2026-03-22,Net 30,44460,44460,N,
INV-10149,C028,Apex Holdings Group,2026-01-15,2026-02-14,Net 30,46010,46010,N,
INV-10150,C028,Apex Holdings Group,2026-01-14,2026-02-13,Net 30,42890,42890,N,
INV-10151,C028,Apex Holdings Group,2026-01-11,2026-02-10,Net 30,43140,43140,N,
INV-10152,C029,Beacon Street Trading,2026-04-14,2026-05-29,Net 45,53490,53490,N,
INV-10153,C029,Beacon Street Trading,2026-02-26,2026-04-12,Net 45,145590,145590,N,
INV-10154,C029,Beacon Street Trading,2026-02-17,2026-04-03,Net 45,52000,52000,N,
INV-10155,C029,Beacon Street Trading,2026-01-31,2026-03-17,Net 45,85150,85150,N,
INV-10156,C029,Beacon Street Trading,2026-01-06,2026-02-20,Net 45,122360,122360,N,
INV-10157,C030,Lighthouse Industrial,2026-04-06,2026-05-06,Net 30,45320,45320,N,
INV-10158,C030,Lighthouse Industrial,2026-03-29,2026-04-28,Net 30,44560,44560,N,
INV-10159,C030,Lighthouse Industrial,2026-02-07,2026-03-09,Net 30,20050,20050,N,
INV-10160,C030,Lighthouse Industrial,2026-01-30,2026-03-01,Net 30,37660,37660,N,
INV-10161,C030,Lighthouse Industrial,2026-01-13,2026-02-12,Net 30,26180,26180,N,
INV-10162,C031,Keystone Freight Co,2026-04-19,2026-05-19,Net 30,12360,12360,N,
INV-10163,C031,Keystone Freight Co,2026-04-13,2026-05-13,Net 30,15010,15010,N,
INV-10164,C031,Keystone Freight Co,2026-04-13,2026-05-13,Net 30,22290,22290,N,
INV-10165,C031,Keystone Freight Co,2026-03-31,2026-04-30,Net 30,9160,9160,N,
INV-10166,C031,Keystone Freight Co,2026-03-04,2026-04-03,Net 30,28360,28360,N,
INV-10167,C031,Keystone Freight Co,2026-02-16,2026-03-18,Net 30,18530,18530,N,
INV-10168,C031,Keystone Freight Co,2026-02-09,2026-03-11,Net 30,12420,12420,N,
INV-10169,C031,Keystone Freight Co,2026-02-03,2026-03-05,Net 30,26170,26170,N,
INV-10170,C031,Keystone Freight Co,2026-01-08,2026-02-07,Net 30,15530,15530,N,
INV-10171,C032,Old Mill Manufacturing,2026-05-11,2026-06-10,Net 30,33190,33190,N,
INV-10172,C032,Old Mill Manufacturing,2026-04-21,2026-05-21,Net 30,39720,39720,N,
INV-10173,C032,Old Mill Manufacturing,2026-03-28,2026-04-27,Net 30,44270,44270,N,
INV-10174,C032,Old Mill Manufacturing,2026-03-28,2026-04-27,Net 30,34620,19110,Y,Damaged goods reported
INV-10175,C032,Old Mill Manufacturing,2026-03-12,2026-04-11,Net 30,20710,20710,N,
INV-10176,C032,Old Mill Manufacturing,2026-02-14,2026-03-16,Net 30,49300,49300,N,
INV-10177,C032,Old Mill Manufacturing,2026-02-02,2026-03-04,Net 30,26770,26770,N,
INV-10178,C032,Old Mill Manufacturing,2026-01-27,2026-02-26,Net 30,30200,30200,N,
INV-10179,C032,Old Mill Manufacturing,2026-01-18,2026-02-17,Net 30,36270,36270,N,
INV-10180,C033,Junction Box LLC,2026-04-28,2026-05-13,Net 15,9080,9080,N,
INV-10181,C033,Junction Box LLC,2026-04-19,2026-05-04,Net 15,7660,7660,N,
INV-10182,C034,Two Rivers Workshop,2026-05-06,2026-06-05,Net 30,4560,4560,N,
INV-10183,C034,Two Rivers Workshop,2026-04-12,2026-05-12,Net 30,5460,5460,N,
INV-10184,C034,Two Rivers Workshop,2026-04-08,2026-05-08,Net 30,5580,5580,N,
INV-10185,C034,Two Rivers Workshop,2026-03-25,2026-04-24,Net 30,4850,4850,N,
INV-10186,C035,Hilltop Supply,2026-05-05,2026-06-04,Net 30,11810,11810,N,
INV-10187,C035,Hilltop Supply,2026-03-18,2026-04-17,Net 30,4440,4440,N,
INV-10188,C035,Hilltop Supply,2026-03-14,2026-04-13,Net 30,7510,7510,N,
INV-10189,C036,Anchor & Co Trading,2026-04-14,2026-04-29,Net 15,16900,16900,N,
INV-10190,C037,Maple Street Mfg,2026-05-11,2026-05-26,Net 15,11670,11670,N,
INV-10191,C037,Maple Street Mfg,2026-04-19,2026-05-04,Net 15,9060,9060,N,
INV-10192,C038,Quail Run Hardware,2026-05-11,2026-05-26,Net 15,1270,1270,N,
INV-10193,C038,Quail Run Hardware,2026-05-06,2026-05-21,Net 15,1020,1020,N,
INV-10194,C038,Quail Run Hardware,2026-04-22,2026-05-07,Net 15,1480,1480,N,
INV-10195,C038,Quail Run Hardware,2026-04-20,2026-05-05,Net 15,1200,1200,N,
INV-10196,C039,Bramble Hill Goods,2026-04-27,2026-05-27,Net 30,21940,21940,N,
INV-10197,C040,Fox Hollow Supply,2026-04-25,2026-05-10,Net 15,3400,3400,N,
INV-10198,C040,Fox Hollow Supply,2026-04-15,2026-04-30,Net 15,1780,1780,N,
INV-10199,C040,Fox Hollow Supply,2026-04-15,2026-04-30,Net 15,3640,3640,N,
