invoice_id,customer_id,customer_name,invoice_date,due_date,payment_terms,invoice_amount,open_balance,dispute_flag,dispute_reason
INV-10044,C013,Tidewater Fabrication,2026-05-07,2026-06-06,Net 30,19040,19040,N,
INV-10045,C013,Tidewater Fabrication,2026-04-21,2026-05-21,Net 30,18140,18140,N,
INV-10046,C013,Tidewater Fabrication,2026-04-18,2026-05-18,Net 30,21290,21290,N,
INV-10047,C014,Maple Ridge Hardware,2026-04-27,2026-05-27,Net 30,6940,6940,N,
INV-10048,C014,Maple Ridge Hardware,2026-04-20,2026-05-20,Net 30,7290,7290,N,
INV-10049,C014,Maple Ridge Hardware,2026-04-12,2026-05-12,Net 30,19530,19530,N,
INV-10050,C015,Lakeshore Components,2026-04-27,2026-05-27,Net 30,10560,10560,N,
INV-10051,C015,Lakeshore Components,2026-04-26,2026-05-26,Net 30,5540,5540,N,
INV-10052,C015,Lakeshore Components,2026-04-24,2026-05-24,Net 30,10060,7150,Y,Freight charges contested
INV-10053,C015,Lakeshore Components,2026-04-22,2026-05-22,Net 30,9850,9850,N,
INV-10054,C015,Lakeshore Components,2026-03-17,2026-04-16,Net 30,11880,11880,N,
INV-10055,C016,Vanguard Metalworks,2026-04-14,2026-05-14,Net 30,7790,7790,N,
INV-10056,C016,Vanguard Metalworks,2026-03-20,2026-04-19,Net 30,3900,3900,Y,Short shipment claim
INV-10057,C016,Vanguard Metalworks,2026-03-18,2026-04-17,Net 30,8670,8670,N,
INV-10058,C016,Vanguard Metalworks,2026-03-16,2026-04-15,Net 30,4520,4520,Y,Awaiting credit memo
INV-10059,C016,Vanguard Metalworks,2026-02-22,2026-03-24,Net 30,8740,8740,N,
INV-10060,C016,Vanguard Metalworks,2026-02-11,2026-03-13,Net 30,7800,7800,N,
INV-10061,C016,Vanguard Metalworks,2026-02-01,2026-03-03,Net 30,8210,8210,N,
INV-10062,C016,Vanguard Metalworks,2026-01-29,2026-02-28,Net 30,6980,6980,N,
INV-10063,C017,Ironclad Supply Co,2026-04-15,2026-05-30,Net 45,24690,24690,N,
INV-10064,C017,Ironclad Supply Co,2026-02-14,2026-03-31,Net 45,23940,23940,N,
INV-10065,C017,Ironclad Supply Co,2026-01-31,2026-03-17,Net 45,24570,24570,N,
INV-10066,C017,Ironclad Supply Co,2026-01-30,2026-03-16,Net 45,23680,23680,N,
INV-10067,C018,Summit Crest Trading,2026-04-11,2026-05-11,Net 30,6030,6030,N,
INV-10068,C018,Summit Crest Trading,2026-04-10,2026-05-10,Net 30,10440,10440,N,
INV-10069,C018,Summit Crest Trading,2026-03-24,2026-04-23,Net 30,15950,12300,Y,Pricing discrepancy vs. PO
INV-10070,C018,Summit Crest Trading,2026-03-21,2026-04-20,Net 30,9650,9650,N,
INV-10071,C018,Summit Crest Trading,2026-03-11,2026-04-10,Net 30,7560,7560,N,
INV-10072,C018,Summit Crest Trading,2026-03-04,2026-04-03,Net 30,11790,11790,N,
INV-10073,C018,Summit Crest Trading,2026-01-16,2026-02-15,Net 30,15480,15480,N,
INV-10074,C018,Summit Crest Trading,2026-01-09,2026-02-08,Net 30,18580,18580,N,
INV-10075,C019,Delta Bay Wholesale,2026-04-23,2026-05-23,Net 30,13790,13790,N,
INV-10076,C019,Delta Bay Wholesale,2026-03-31,2026-04-30,Net 30,27390,27390,N,
INV-10077,C019,Delta Bay Wholesale,2026-03-03,2026-04-02,Net 30,17040,17040,Y,Freight charges contested
INV-10078,C019,Delta Bay Wholesale,2026-01-23,2026-02-22,Net 30,28130,28130,N,
INV-10079,C020,Pinewood Industrial,2026-05-01,2026-06-15,Net 45,21790,21790,N,
INV-10080,C020,Pinewood Industrial,2026-04-04,2026-05-19,Net 45,13380,13380,N,
INV-10081,C020,Pinewood Industrial,2026-03-04,2026-04-18,Net 45,22480,22480,N,
INV-10082,C020,Pinewood Industrial,2026-02-22,2026-04-08,Net 45,7940,7940,N,
INV-10083,C020,Pinewood Industrial,2026-02-21,2026-04-07,Net 45,16580,16580,N,
INV-10084,C020,Pinewood Industrial,2026-01-23,2026-03-09,Net 45,9840,9840,N,
INV-10085,C021,Crossroads Distributors,2026-04-24,2026-05-24,Net 30,4960,4960,N,
INV-10086,C021,Crossroads Distributors,2026-04-23,2026-05-23,Net 30,8350,8350,N,
INV-10087,C021,Crossroads Distributors,2026-04-03,2026-05-03,Net 30,4190,4190,N,
INV-10088,C021,Crossroads Distributors,2026-04-03,2026-05-03,Net 30,6580,6580,N,
INV-10089,C021,Crossroads Distributors,2026-03-31,2026-04-30,Net 30,9350,9350,N,
INV-10090,C021,Crossroads Distributors,2026-03-15,2026-04-14,Net 30,10510,10510,N,
INV-10091,C021,Crossroads Distributors,2026-02-10,2026-03-12,Net 30,9610,9610,N,
INV-10092,C022,Harbor Point Mfg,2026-04-19,2026-05-19,Net 30,11490,11490,N,
INV-10093,C022,Harbor Point Mfg,2026-04-16,2026-05-16,Net 30,16660,16660,N,
INV-10094,C022,Harbor Point Mfg,2026-04-14,2026-05-14,Net 30,8150,8150,N,
INV-10095,C022,Harbor Point Mfg,2026-04-13,2026-05-13,Net 30,19930,19930,N,
INV-10096,C022,Harbor Point Mfg,2026-04-04,2026-05-04,Net 30,14750,14750,N,
INV-10097,C022,Harbor Point Mfg,2026-03-31,2026-04-30,Net 30,17680,17680,N,
INV-10098,C022,Harbor Point Mfg,2026-03-29,2026-04-28,Net 30,10720,10720,N,
INV-10099,C023,Redwood Hollow Co,2026-05-11,2026-06-25,Net 45,12660,12660,N,
INV-10100,C023,Redwood Hollow Co,2026-04-12,2026-05-27,Net 45,15780,15780,N,
INV-10101,C023,Redwood Hollow Co,2026-04-04,2026-05-19,Net 45,12810,12810,N,
INV-10102,C023,Redwood Hollow Co,2026-03-27,2026-05-11,Net 45,20540,20540,N,
INV-10103,C023,Redwood Hollow Co,2026-03-25,2026-05-09,Net 45,11200,5210,Y,Missing PO number on invoice
INV-10104,C023,Redwood Hollow Co,2026-02-14,2026-03-31,Net 45,12950,12950,N,
INV-10105,C023,Redwood Hollow Co,2026-02-14,2026-03-31,Net 45,7180,7180,N,
INV-10106,C023,Redwood Hollow Co,2026-02-07,2026-03-24,Net 45,9170,9170,N,
INV-10107,C024,Stonebridge Parts,2026-04-22,2026-05-22,Net 30,5660,5660,N,
INV-10108,C024,Stonebridge Parts,2026-04-18,2026-05-18,Net 30,9230,9230,N,
INV-10109,C024,Stonebridge Parts,2026-04-15,2026-05-15,Net 30,10030,10030,N,
INV-10110,C024,Stonebridge Parts,2026-04-13,2026-05-13,Net 30,15890,15890,N,
INV-10111,C024,Stonebridge Parts,2026-03-19,2026-04-18,Net 30,11930,11930,N,
INV-10112,C024,Stonebridge Parts,2026-03-18,2026-04-17,Net 30,10110,10110,N,
INV-10113,C024,Stonebridge Parts,2026-03-13,2026-04-12,Net 30,9110,9110,N,
INV-10114,C024,Stonebridge Parts,2026-02-20,2026-03-22,Net 30,7270,7270,N,
INV-10115,C025,Eastgate Materials,2026-05-03,2026-06-17,Net 45,14330,14330,N,
INV-10116,C025,Eastgate Materials,2026-04-28,2026-06-12,Net 45,19240,19240,N,
INV-10117,C025,Eastgate Materials,2026-04-05,2026-05-20,Net 45,13220,13220,Y,Awaiting credit memo
INV-10118,C025,Eastgate Materials,2026-03-31,2026-05-15,Net 45,20400,20400,N,
INV-10119,C025,Eastgate Materials,2026-02-28,2026-04-14,Net 45,8400,8400,N,
INV-10120,C025,Eastgate Materials,2026-02-16,2026-04-02,Net 45,20190,20190,N,
INV-10121,C025,Eastgate Materials,2026-02-08,2026-03-25,Net 45,20740,20740,N,
INV-10122,C026,Clearwater Industrial,2026-05-08,2026-06-07,Net 30,21890,21890,Y,Quantity mismatch on receipt
INV-10123,C026,Clearwater Industrial,2026-05-02,2026-06-01,Net 30,22170,22170,N,
INV-10124,C026,Clearwater Industrial,2026-03-15,2026-04-14,Net 30,20310,20310,Y,Damaged goods reported
INV-10125,C026,Clearwater Industrial,2026-03-06,2026-04-05,Net 30,10500,10500,N,
INV-10126,C026,Clearwater Industrial,2026-02-05,2026-03-07,Net 30,11750,11750,N,
INV-10127,C026,Clearwater Industrial,2026-02-04,2026-03-06,Net 30,10590,10590,N,
INV-10128,C027,Foundry Lane Supply,2026-04-08,2026-05-23,Net 45,18780,18780,N,
INV-10129,C027,Foundry Lane Supply,2026-02-22,2026-04-08,Net 45,17450,17450,N,
INV-10130,C027,Foundry Lane Supply,2026-02-03,2026-03-20,Net 45,8970,8970,N,
INV-10131,C027,Foundry Lane Supply,2026-01-06,2026-02-20,Net 45,21630,21630,N,
INV-10132,C027,Foundry Lane Supply,2025-12-30,2026-02-13,Net 45,15660,15660,N,
INV-10133,C028,Apex Holdings Group,2026-05-03,2026-06-17,Net 45,30220,30220,N,
INV-10134,C028,Apex Holdings Group,2026-03-10,2026-04-24,Net 45,91120,91120,N,
INV-10135,C028,Apex Holdings Group,2026-02-14,2026-03-31,Net 45,59480,59480,N,
INV-10136,C028,Apex Holdings Group,2026-01-29,2026-03-15,Net 45,77120,77120,N,
INV-10137,C028,Apex Holdings Group,2026-01-20,2026-03-06,Net 45,70340,70340,N,
INV-10138,C028,Apex Holdings Group,2025-12-10,2026-01-24,Net 45,35960,35960,N,
INV-10139,C028,Apex Holdings Group,2025-10-30,2025-12-14,Net 45,39220,26970,Y,Missing PO number on invoice
INV-10140,C029,Beacon Street Trading,2026-04-30,2026-05-30,Net 30,31000,31000,N,
INV-10141,C029,Beacon Street Trading,2026-04-08,2026-05-08,Net 30,15100,15100,N,
INV-10142,C029,Beacon Street Trading,2026-03-27,2026-04-26,Net 30,46320,46320,N,
INV-10143,C029,Beacon Street Trading,2026-03-14,2026-04-13,Net 30,24310,24310,N,
INV-10144,C029,Beacon Street Trading,2026-02-06,2026-03-08,Net 30,17480,17480,N,
INV-10145,C029,Beacon Street Trading,2026-02-03,2026-03-05,Net 30,44430,44430,N,
INV-10146,C029,Beacon Street Trading,2026-01-26,2026-02-25,Net 30,20250,20250,N,
INV-10147,C030,Lighthouse Industrial,2026-04-09,2026-05-24,Net 45,26870,26870,N,
INV-10148,C030,Lighthouse Industrial,2026-03-12,2026-04-26,Net 45,51970,51970,N,
INV-10149,C030,Lighthouse Industrial,2026-01-14,2026-02-28,Net 45,31340,31340,N,
INV-10150,C030,Lighthouse Industrial,2025-12-12,2026-01-26,Net 45,53730,53730,N,
INV-10151,C031,Keystone Freight Co,2026-05-06,2026-06-05,Net 30,66660,66660,N,
INV-10152,C031,Keystone Freight Co,2026-03-29,2026-04-28,Net 30,39850,39850,N,
INV-10153,C031,Keystone Freight Co,2026-03-17,2026-04-16,Net 30,65290,35540,Y,Awaiting credit memo
INV-10154,C031,Keystone Freight Co,2026-02-14,2026-03-16,Net 30,26600,26600,Y,Damaged goods reported
INV-10155,C031,Keystone Freight Co,2025-12-16,2026-01-15,Net 30,31200,31200,N,
INV-10156,C031,Keystone Freight Co,2025-12-07,2026-01-06,Net 30,81200,81200,N,
INV-10157,C032,Old Mill Manufacturing,2026-05-10,2026-06-09,Net 30,45320,45320,N,
INV-10158,C032,Old Mill Manufacturing,2026-05-08,2026-06-07,Net 30,73830,73830,N,
INV-10159,C032,Old Mill Manufacturing,2026-05-06,2026-06-05,Net 30,31780,31780,N,
INV-10160,C032,Old Mill Manufacturing,2026-03-22,2026-04-21,Net 30,41890,41890,Y,Freight charges contested
INV-10161,C032,Old Mill Manufacturing,2026-03-15,2026-04-14,Net 30,39090,39090,N,
INV-10162,C032,Old Mill Manufacturing,2026-03-03,2026-04-02,Net 30,29850,29850,N,
INV-10163,C032,Old Mill Manufacturing,2026-01-11,2026-02-10,Net 30,65840,65840,N,
INV-10164,C033,Junction Box LLC,2026-03-17,2026-04-16,Net 30,21650,21650,N,
INV-10165,C034,Two Rivers Workshop,2026-03-28,2026-04-27,Net 30,7030,7030,N,
INV-10166,C034,Two Rivers Workshop,2026-03-10,2026-04-09,Net 30,8050,8050,N,
INV-10167,C035,Hilltop Supply,2026-04-27,2026-05-27,Net 30,5500,5500,N,
INV-10168,C036,Anchor & Co Trading,2026-04-16,2026-05-01,Net 15,6590,6590,N,
INV-10169,C036,Anchor & Co Trading,2026-04-08,2026-04-23,Net 15,3190,3190,N,
INV-10170,C037,Maple Street Mfg,2026-04-14,2026-05-14,Net 30,1070,1070,N,
INV-10171,C037,Maple Street Mfg,2026-04-08,2026-05-08,Net 30,1980,1980,N,
INV-10172,C037,Maple Street Mfg,2026-04-06,2026-05-06,Net 30,1870,1870,N,
INV-10173,C037,Maple Street Mfg,2026-04-02,2026-05-02,Net 30,960,960,N,
INV-10174,C038,Quail Run Hardware,2026-04-24,2026-05-09,Net 15,2220,2220,N,
INV-10175,C038,Quail Run Hardware,2026-04-19,2026-05-04,Net 15,1240,1240,N,
INV-10176,C038,Quail Run Hardware,2026-04-18,2026-05-03,Net 15,2070,2070,N,
INV-10177,C038,Quail Run Hardware,2026-03-30,2026-04-14,Net 15,2360,2360,N,
INV-10178,C039,Bramble Hill Goods,2026-04-23,2026-05-23,Net 30,7640,7640,N,
INV-10179,C039,Bramble Hill Goods,2026-04-12,2026-05-12,Net 30,2640,2640,N,
INV-10180,C039,Bramble Hill Goods,2026-04-12,2026-05-12,Net 30,6660,6660,N,
INV-10181,C040,Fox Hollow Supply,2026-04-26,2026-05-26,Net 30,8760,8760,N,
