invoice_id,customer_id,customer_name,invoice_date,due_date,payment_terms,invoice_amount,open_balance,dispute_flag,dispute_reason
INV-10020,C004,Pacifica Materials Co,2026-04-25,2026-06-24,Net 60,125840,125840,N,
INV-10021,C005,Granite Peak Industries,2026-05-04,2026-06-18,Net 45,140090,140090,N,
INV-10022,C005,Granite Peak Industries,2026-04-21,2026-06-05,Net 45,126670,126670,N,
INV-10023,C005,Granite Peak Industries,2026-04-15,2026-05-30,Net 45,86440,86440,N,
INV-10024,C005,Granite Peak Industries,2026-04-11,2026-05-26,Net 45,129460,129460,N,
INV-10025,C006,Birch & Hollow Supply,2026-04-21,2026-05-21,Net 30,13560,13560,N,
INV-10026,C006,Birch & Hollow Supply,2026-04-13,2026-05-13,Net 30,16430,16430,N,
INV-10027,C006,Birch & Hollow Supply,2026-04-11,2026-05-11,Net 30,13680,13680,N,
INV-10028,C006,Birch & Hollow Supply,2026-04-11,2026-05-11,Net 30,21550,21550,N,
INV-10029,C006,Birch & Hollow Supply,2026-04-09,2026-05-09,Net 30,19340,19340,N,
INV-10030,C007,Cedar Valley Distribution,2026-04-24,2026-05-24,Net 30,44050,44050,N,
INV-10031,C007,Cedar Valley Distribution,2026-04-18,2026-05-18,Net 30,58220,58220,N,
INV-10032,C007,Cedar Valley Distribution,2026-04-12,2026-05-12,Net 30,35930,35930,N,
INV-10033,C007,Cedar Valley Distribution,2026-03-23,2026-04-22,Net 30,39960,39960,N,
INV-10034,C008,Riverstone Packaging,2026-04-29,2026-05-29,Net 30,15650,15650,N,
INV-10035,C008,Riverstone Packaging,2026-04-19,2026-05-19,Net 30,11140,8560,Y,Short shipment claim
INV-10036,C008,Riverstone Packaging,2026-04-13,2026-05-13,Net 30,14600,14600,N,
INV-10037,C008,Riverstone Packaging,2026-04-09,2026-05-09,Net 30,18450,18450,N,
INV-10038,C008,Riverstone Packaging,2026-04-07,2026-05-07,Net 30,26470,26470,N,
INV-10039,C009,Halcyon Tool Works,2026-04-29,2026-05-29,Net 30,18190,18190,N,
INV-10040,C009,Halcyon Tool Works,2026-04-11,2026-05-11,Net 30,48450,48450,N,
INV-10041,C009,Halcyon Tool Works,2026-04-03,2026-05-03,Net 30,50210,50210,N,
INV-10042,C010,Brightline Logistics,2026-05-10,2026-06-09,Net 30,19280,19280,N,
INV-10043,C010,Brightline Logistics,2026-04-30,2026-05-30,Net 30,13060,6060,Y,Damaged goods reported
INV-10044,C010,Brightline Logistics,2026-04-28,2026-05-28,Net 30,17780,17780,N,
INV-10045,C010,Brightline Logistics,2026-04-25,2026-05-25,Net 30,15800,15800,N,
INV-10046,C010,Brightline Logistics,2026-04-09,2026-05-09,Net 30,19140,19140,N,
INV-10047,C011,Copperfield Equipment,2026-05-06,2026-06-05,Net 30,19000,10110,Y,Short shipment claim
INV-10048,C011,Copperfield Equipment,2026-04-23,2026-05-23,Net 30,25100,25100,N,
INV-10049,C011,Copperfield Equipment,2026-04-12,2026-05-12,Net 30,21790,21790,N,
INV-10050,C011,Copperfield Equipment,2026-04-10,2026-05-10,Net 30,34850,34850,N,
INV-10051,C011,Copperfield Equipment,2026-03-21,2026-04-20,Net 30,22100,22100,N,
INV-10052,C012,Aspen Grove Products,2026-05-03,2026-06-02,Net 30,35280,35280,N,
INV-10053,C012,Aspen Grove Products,2026-04-12,2026-05-12,Net 30,45840,45840,N,
INV-10054,C012,Aspen Grove Products,2026-04-09,2026-05-09,Net 30,34960,34960,N,
INV-10055,C013,Tidewater Fabrication,2026-05-11,2026-06-10,Net 30,22580,22580,N,
INV-10056,C013,Tidewater Fabrication,2026-05-02,2026-06-01,Net 30,20190,20190,N,
INV-10057,C013,Tidewater Fabrication,2026-04-30,2026-05-30,Net 30,22130,22130,N,
INV-10058,C013,Tidewater Fabrication,2026-04-22,2026-05-22,Net 30,11980,11980,N,
INV-10059,C014,Maple Ridge Hardware,2026-05-09,2026-06-08,Net 30,38130,38130,N,
INV-10060,C014,Maple Ridge Hardware,2026-04-26,2026-05-26,Net 30,12820,12820,N,
INV-10061,C014,Maple Ridge Hardware,2026-04-19,2026-05-19,Net 30,28610,28610,N,
INV-10062,C015,Lakeshore Components,2026-04-02,2026-05-17,Net 45,43160,43160,N,
INV-10063,C015,Lakeshore Components,2026-04-02,2026-05-17,Net 45,61390,61390,N,
INV-10064,C015,Lakeshore Components,2026-03-20,2026-05-04,Net 45,43600,43600,N,
INV-10065,C016,Vanguard Metalworks,2026-05-07,2026-06-06,Net 30,10250,10250,N,
INV-10066,C016,Vanguard Metalworks,2026-04-25,2026-05-25,Net 30,14420,14420,Y,Freight charges contested
INV-10067,C016,Vanguard Metalworks,2026-04-24,2026-05-24,Net 30,21800,21800,N,
INV-10068,C016,Vanguard Metalworks,2026-04-13,2026-05-13,Net 30,23250,23250,N,
INV-10069,C016,Vanguard Metalworks,2026-04-12,2026-05-12,Net 30,9760,9760,N,
INV-10070,C016,Vanguard Metalworks,2026-03-26,2026-04-25,Net 30,17330,17330,N,
INV-10071,C016,Vanguard Metalworks,2026-03-25,2026-04-24,Net 30,16490,16490,N,
INV-10072,C017,Ironclad Supply Co,2026-05-09,2026-06-08,Net 30,61600,61600,N,
INV-10073,C017,Ironclad Supply Co,2026-04-18,2026-05-18,Net 30,45290,28840,Y,Missing PO number on invoice
INV-10074,C017,Ironclad Supply Co,2026-03-14,2026-04-13,Net 30,65750,65750,Y,Short shipment claim
INV-10075,C017,Ironclad Supply Co,2026-02-27,2026-03-29,Net 30,36360,36360,N,
INV-10076,C018,Summit Crest Trading,2026-04-22,2026-05-22,Net 30,26580,26580,N,
INV-10077,C018,Summit Crest Trading,2026-04-13,2026-05-13,Net 30,25080,25080,N,
INV-10078,C018,Summit Crest Trading,2026-03-24,2026-04-23,Net 30,55040,55040,N,
INV-10079,C018,Summit Crest Trading,2026-03-17,2026-04-16,Net 30,55870,55870,N,
INV-10080,C019,Delta Bay Wholesale,2026-04-12,2026-05-27,Net 45,36230,36230,N,
INV-10081,C019,Delta Bay Wholesale,2026-03-26,2026-05-10,Net 45,30560,30560,N,
INV-10082,C019,Delta Bay Wholesale,2026-03-06,2026-04-20,Net 45,25140,25140,N,
INV-10083,C019,Delta Bay Wholesale,2026-02-14,2026-03-31,Net 45,32930,32930,N,
INV-10084,C020,Pinewood Industrial,2026-05-01,2026-05-31,Net 30,9930,9930,N,
INV-10085,C020,Pinewood Industrial,2026-04-28,2026-05-28,Net 30,6410,6410,N,
INV-10086,C020,Pinewood Industrial,2026-04-22,2026-05-22,Net 30,7200,7200,N,
INV-10087,C020,Pinewood Industrial,2026-04-17,2026-05-17,Net 30,6990,6990,N,
INV-10088,C020,Pinewood Industrial,2026-04-09,2026-05-09,Net 30,6270,6270,N,
INV-10089,C020,Pinewood Industrial,2026-03-17,2026-04-16,Net 30,13530,13530,N,
INV-10090,C020,Pinewood Industrial,2026-02-26,2026-03-28,Net 30,13490,13490,N,
INV-10091,C020,Pinewood Industrial,2026-02-25,2026-03-27,Net 30,6080,6080,N,
INV-10092,C021,Crossroads Distributors,2026-04-22,2026-06-06,Net 45,37040,37040,Y,Quantity mismatch on receipt
INV-10093,C021,Crossroads Distributors,2026-04-19,2026-06-03,Net 45,24720,24720,N,
INV-10094,C021,Crossroads Distributors,2026-04-06,2026-05-21,Net 45,27250,27250,N,
INV-10095,C021,Crossroads Distributors,2026-04-04,2026-05-19,Net 45,28670,28670,N,
INV-10096,C021,Crossroads Distributors,2026-03-28,2026-05-12,Net 45,20960,20960,N,
INV-10097,C021,Crossroads Distributors,2026-03-25,2026-05-09,Net 45,18470,18470,N,
INV-10098,C021,Crossroads Distributors,2026-02-20,2026-04-06,Net 45,35140,35140,Y,Missing PO number on invoice
INV-10099,C021,Crossroads Distributors,2026-02-19,2026-04-05,Net 45,33760,33760,N,
INV-10100,C022,Harbor Point Mfg,2026-03-24,2026-05-08,Net 45,21600,21600,N,
INV-10101,C022,Harbor Point Mfg,2026-03-24,2026-05-08,Net 45,33100,33100,N,
INV-10102,C022,Harbor Point Mfg,2026-03-17,2026-05-01,Net 45,38720,38720,N,
INV-10103,C022,Harbor Point Mfg,2026-02-27,2026-04-13,Net 45,21880,21880,N,
INV-10104,C022,Harbor Point Mfg,2026-02-04,2026-03-21,Net 45,29610,29610,N,
INV-10105,C022,Harbor Point Mfg,2026-02-01,2026-03-18,Net 45,33330,33330,Y,Quantity mismatch on receipt
INV-10106,C023,Redwood Hollow Co,2026-05-08,2026-06-07,Net 30,39690,39690,N,
INV-10107,C023,Redwood Hollow Co,2026-04-16,2026-05-16,Net 30,35060,35060,N,
INV-10108,C023,Redwood Hollow Co,2026-04-01,2026-05-01,Net 30,38730,38730,N,
INV-10109,C023,Redwood Hollow Co,2026-03-14,2026-04-13,Net 30,17840,17840,N,
INV-10110,C024,Stonebridge Parts,2026-04-29,2026-06-13,Net 45,39640,39640,N,
INV-10111,C024,Stonebridge Parts,2026-04-16,2026-05-31,Net 45,39990,39990,N,
INV-10112,C024,Stonebridge Parts,2026-03-31,2026-05-15,Net 45,40520,40520,N,
INV-10113,C024,Stonebridge Parts,2026-03-29,2026-05-13,Net 45,29520,29520,N,
INV-10114,C024,Stonebridge Parts,2026-03-07,2026-04-21,Net 45,32640,32640,N,
INV-10115,C024,Stonebridge Parts,2026-02-21,2026-04-07,Net 45,36760,36760,N,
INV-10116,C025,Eastgate Materials,2026-05-10,2026-06-09,Net 30,27890,27890,N,
INV-10117,C025,Eastgate Materials,2026-05-05,2026-06-04,Net 30,32560,32560,Y,Freight charges contested
INV-10118,C025,Eastgate Materials,2026-04-03,2026-05-03,Net 30,35550,35550,N,
INV-10119,C025,Eastgate Materials,2026-04-01,2026-05-01,Net 30,49370,49370,N,
INV-10120,C025,Eastgate Materials,2026-03-24,2026-04-23,Net 30,43780,43780,N,
INV-10121,C025,Eastgate Materials,2026-03-07,2026-04-06,Net 30,17520,17520,N,
INV-10122,C026,Clearwater Industrial,2026-05-09,2026-06-08,Net 30,19610,19610,N,
INV-10123,C026,Clearwater Industrial,2026-04-30,2026-05-30,Net 30,14110,14110,N,
INV-10124,C026,Clearwater Industrial,2026-04-02,2026-05-02,Net 30,18280,18280,N,
INV-10125,C026,Clearwater Industrial,2026-04-01,2026-05-01,Net 30,23100,23100,N,
INV-10126,C026,Clearwater Industrial,2026-03-29,2026-04-28,Net 30,13620,13620,N,
INV-10127,C026,Clearwater Industrial,2026-03-27,2026-04-26,Net 30,17090,17090,N,
INV-10128,C026,Clearwater Industrial,2026-03-21,2026-04-20,Net 30,12950,12950,N,
INV-10129,C026,Clearwater Industrial,2026-03-07,2026-04-06,Net 30,19270,19270,N,
INV-10130,C027,Foundry Lane Supply,2026-04-26,2026-05-26,Net 30,9590,9590,N,
INV-10131,C027,Foundry Lane Supply,2026-04-25,2026-05-25,Net 30,17630,17630,N,
INV-10132,C027,Foundry Lane Supply,2026-04-14,2026-05-14,Net 30,27940,27940,N,
INV-10133,C027,Foundry Lane Supply,2026-03-24,2026-04-23,Net 30,25890,25890,N,
INV-10134,C027,Foundry Lane Supply,2026-03-22,2026-04-21,Net 30,15470,15470,N,
INV-10135,C027,Foundry Lane Supply,2026-03-13,2026-04-12,Net 30,11960,11960,N,
INV-10136,C027,Foundry Lane Supply,2026-03-05,2026-04-04,Net 30,22570,22570,N,
INV-10137,C028,Apex Holdings Group,2026-05-11,2026-06-10,Net 30,47520,47520,N,
INV-10138,C028,Apex Holdings Group,2026-04-29,2026-05-29,Net 30,35430,35430,N,
INV-10139,C028,Apex Holdings Group,2026-04-13,2026-05-13,Net 30,68010,68010,N,
INV-10140,C028,Apex Holdings Group,2026-03-02,2026-04-01,Net 30,59180,59180,N,
INV-10141,C028,Apex Holdings Group,2026-01-02,2026-02-01,Net 30,54740,54740,N,
INV-10142,C029,Beacon Street Trading,2026-04-28,2026-06-12,Net 45,27160,27160,N,
INV-10143,C029,Beacon Street Trading,2026-04-17,2026-06-01,Net 45,29080,29080,N,
INV-10144,C029,Beacon Street Trading,2026-04-04,2026-05-19,Net 45,44490,44490,N,
INV-10145,C029,Beacon Street Trading,2026-03-27,2026-05-11,Net 45,44350,44350,N,
INV-10146,C029,Beacon Street Trading,2026-03-14,2026-04-28,Net 45,22860,22860,N,
INV-10147,C029,Beacon Street Trading,2026-02-03,2026-03-20,Net 45,28360,28360,N,
INV-10148,C029,Beacon Street Trading,2026-01-11,2026-02-25,Net 45,31480,31480,N,
INV-10149,C030,Lighthouse Industrial,2026-04-17,2026-06-01,Net 45,34490,34490,N,
INV-10150,C030,Lighthouse Industrial,2026-04-07,2026-05-22,Net 45,39350,39350,N,
INV-10151,C030,Lighthouse Industrial,2026-03-26,2026-05-10,Net 45,36200,36200,N,
INV-10152,C030,Lighthouse Industrial,2026-03-20,2026-05-04,Net 45,84330,84330,N,
INV-10153,C030,Lighthouse Industrial,2026-02-05,2026-03-22,Net 45,50950,50950,N,
INV-10154,C030,Lighthouse Industrial,2025-12-31,2026-02-14,Net 45,93610,93610,N,
INV-10155,C031,Keystone Freight Co,2026-04-02,2026-05-02,Net 30,24610,24610,N,
INV-10156,C031,Keystone Freight Co,2026-03-30,2026-04-29,Net 30,50950,50950,N,
INV-10157,C031,Keystone Freight Co,2026-03-29,2026-04-28,Net 30,48150,48150,N,
INV-10158,C031,Keystone Freight Co,2026-01-17,2026-02-16,Net 30,32060,32060,N,
INV-10159,C031,Keystone Freight Co,2026-01-16,2026-02-15,Net 30,32060,32060,N,
INV-10160,C031,Keystone Freight Co,2025-12-25,2026-01-24,Net 30,18800,18800,N,
INV-10161,C031,Keystone Freight Co,2025-12-25,2026-01-24,Net 30,42370,42370,N,
INV-10162,C031,Keystone Freight Co,2025-12-22,2026-01-21,Net 30,38940,38940,N,
INV-10163,C032,Old Mill Manufacturing,2026-04-14,2026-05-14,Net 30,81410,81410,N,
INV-10164,C032,Old Mill Manufacturing,2026-04-09,2026-05-09,Net 30,59320,59320,N,
INV-10165,C032,Old Mill Manufacturing,2026-04-08,2026-05-08,Net 30,84950,84950,N,
INV-10166,C032,Old Mill Manufacturing,2026-03-20,2026-04-19,Net 30,89590,89590,N,
INV-10167,C033,Junction Box LLC,2026-04-11,2026-05-11,Net 30,38790,38790,N,
INV-10168,C034,Two Rivers Workshop,2026-05-02,2026-06-01,Net 30,13140,13140,N,
INV-10169,C034,Two Rivers Workshop,2026-04-14,2026-05-14,Net 30,24440,24440,N,
INV-10170,C035,Hilltop Supply,2026-04-29,2026-05-14,Net 15,5800,5800,N,
INV-10171,C035,Hilltop Supply,2026-04-25,2026-05-10,Net 15,5360,5360,N,
INV-10172,C035,Hilltop Supply,2026-04-24,2026-05-09,Net 15,5350,5350,N,
INV-10173,C035,Hilltop Supply,2026-04-17,2026-05-02,Net 15,6700,6700,N,
INV-10174,C036,Anchor & Co Trading,2026-05-07,2026-05-22,Net 15,3790,3790,N,
INV-10175,C036,Anchor & Co Trading,2026-05-02,2026-05-17,Net 15,4050,4050,N,
INV-10176,C036,Anchor & Co Trading,2026-04-30,2026-05-15,Net 15,6770,6770,N,
INV-10177,C036,Anchor & Co Trading,2026-04-28,2026-05-13,Net 15,3570,3570,N,
INV-10178,C037,Maple Street Mfg,2026-04-18,2026-05-03,Net 15,3730,3730,N,
INV-10179,C037,Maple Street Mfg,2026-04-16,2026-05-01,Net 15,2570,2570,N,
INV-10180,C037,Maple Street Mfg,2026-04-11,2026-04-26,Net 15,1750,1750,N,
INV-10181,C037,Maple Street Mfg,2026-04-06,2026-04-21,Net 15,4380,4380,N,
INV-10182,C038,Quail Run Hardware,2026-05-05,2026-06-04,Net 30,4820,4820,N,
INV-10183,C038,Quail Run Hardware,2026-04-26,2026-05-26,Net 30,2630,2630,N,
INV-10184,C038,Quail Run Hardware,2026-04-22,2026-05-22,Net 30,2200,2200,N,
INV-10185,C038,Quail Run Hardware,2026-04-06,2026-05-06,Net 30,3600,3600,N,
INV-10186,C039,Bramble Hill Goods,2026-05-09,2026-06-08,Net 30,5510,5510,N,
INV-10187,C039,Bramble Hill Goods,2026-05-07,2026-06-06,Net 30,3640,3640,N,
INV-10188,C039,Bramble Hill Goods,2026-04-29,2026-05-29,Net 30,6540,6540,N,
INV-10189,C040,Fox Hollow Supply,2026-05-11,2026-06-10,Net 30,7870,7870,N,
INV-10190,C040,Fox Hollow Supply,2026-04-24,2026-05-24,Net 30,15010,15010,N,
INV-10191,C040,Fox Hollow Supply,2026-04-05,2026-05-05,Net 30,6180,6180,N,
INV-10192,C040,Fox Hollow Supply,2026-03-15,2026-04-14,Net 30,8410,8410,N,
