invoice_id,customer_id,customer_name,invoice_date,due_date,payment_terms,invoice_amount,open_balance,dispute_flag,dispute_reason
INV-10025,C007,Cedar Valley Distribution,2026-05-10,2026-06-24,Net 45,30810,30810,N,
INV-10026,C007,Cedar Valley Distribution,2026-05-04,2026-06-18,Net 45,15160,15160,N,
INV-10027,C007,Cedar Valley Distribution,2026-04-29,2026-06-13,Net 45,20150,20150,N,
INV-10028,C007,Cedar Valley Distribution,2026-04-26,2026-06-10,Net 45,10990,10990,N,
INV-10029,C007,Cedar Valley Distribution,2026-03-05,2026-04-19,Net 45,19750,19750,N,
INV-10030,C008,Riverstone Packaging,2026-05-02,2026-06-01,Net 30,9990,9990,N,
INV-10031,C008,Riverstone Packaging,2026-04-28,2026-05-28,Net 30,22790,22790,N,
INV-10032,C008,Riverstone Packaging,2026-04-02,2026-05-02,Net 30,23780,23780,N,
INV-10033,C009,Halcyon Tool Works,2026-05-10,2026-06-09,Net 30,19910,19910,N,
INV-10034,C009,Halcyon Tool Works,2026-04-07,2026-05-07,Net 30,21310,21310,N,
INV-10035,C010,Brightline Logistics,2026-05-06,2026-06-05,Net 30,24010,24010,N,
INV-10036,C010,Brightline Logistics,2026-05-03,2026-06-02,Net 30,27350,27350,N,
INV-10037,C010,Brightline Logistics,2026-04-08,2026-05-08,Net 30,25210,25210,N,
INV-10038,C011,Copperfield Equipment,2026-05-04,2026-06-03,Net 30,46700,46700,N,
INV-10039,C011,Copperfield Equipment,2026-04-21,2026-05-21,Net 30,31440,18420,Y,Damaged goods reported
INV-10040,C012,Aspen Grove Products,2026-03-21,2026-05-05,Net 45,16320,16320,N,
INV-10041,C012,Aspen Grove Products,2026-03-16,2026-04-30,Net 45,42450,42450,N,
INV-10042,C012,Aspen Grove Products,2026-03-09,2026-04-23,Net 45,32430,32430,N,
INV-10043,C013,Tidewater Fabrication,2026-05-04,2026-06-18,Net 45,43500,43500,N,
INV-10044,C013,Tidewater Fabrication,2026-04-23,2026-06-07,Net 45,74970,74970,N,
INV-10045,C014,Maple Ridge Hardware,2026-04-18,2026-05-18,Net 30,13920,13920,N,
INV-10046,C014,Maple Ridge Hardware,2026-03-31,2026-04-30,Net 30,37030,37030,N,
INV-10047,C015,Lakeshore Components,2026-03-31,2026-05-15,Net 45,9350,9350,N,
INV-10048,C015,Lakeshore Components,2026-03-26,2026-05-10,Net 45,14750,14750,N,
INV-10049,C015,Lakeshore Components,2026-03-13,2026-04-27,Net 45,15700,15700,N,
INV-10050,C015,Lakeshore Components,2026-03-09,2026-04-23,Net 45,15380,15380,N,
INV-10051,C016,Vanguard Metalworks,2026-04-22,2026-05-22,Net 30,22680,22680,N,
INV-10052,C016,Vanguard Metalworks,2026-04-16,2026-05-16,Net 30,37680,37680,N,
INV-10053,C016,Vanguard Metalworks,2026-03-31,2026-04-30,Net 30,20210,20210,N,
INV-10054,C016,Vanguard Metalworks,2026-03-07,2026-04-06,Net 30,13430,13430,N,
INV-10055,C017,Ironclad Supply Co,2026-05-01,2026-05-31,Net 30,42510,42510,N,
INV-10056,C017,Ironclad Supply Co,2026-03-31,2026-04-30,Net 30,14530,14530,N,
INV-10057,C017,Ironclad Supply Co,2026-03-29,2026-04-28,Net 30,34670,34670,N,
INV-10058,C017,Ironclad Supply Co,2026-03-16,2026-04-15,Net 30,14800,14800,N,
INV-10059,C018,Summit Crest Trading,2026-04-06,2026-05-21,Net 45,13140,13140,N,
INV-10060,C018,Summit Crest Trading,2026-04-06,2026-05-21,Net 45,24980,24980,N,
INV-10061,C018,Summit Crest Trading,2026-03-08,2026-04-22,Net 45,13900,13900,N,
INV-10062,C018,Summit Crest Trading,2026-03-04,2026-04-18,Net 45,10080,10080,N,
INV-10063,C018,Summit Crest Trading,2026-01-21,2026-03-07,Net 45,11190,6010,Y,Freight charges contested
INV-10064,C018,Summit Crest Trading,2026-01-18,2026-03-04,Net 45,14760,14760,N,
INV-10065,C019,Delta Bay Wholesale,2026-05-10,2026-06-24,Net 45,15590,15590,N,
INV-10066,C019,Delta Bay Wholesale,2026-03-31,2026-05-15,Net 45,10660,10660,N,
INV-10067,C019,Delta Bay Wholesale,2026-03-24,2026-05-08,Net 45,19120,19120,N,
INV-10068,C019,Delta Bay Wholesale,2026-03-23,2026-05-07,Net 45,17700,17700,N,
INV-10069,C019,Delta Bay Wholesale,2026-03-15,2026-04-29,Net 45,15760,7320,Y,Short shipment claim
INV-10070,C019,Delta Bay Wholesale,2026-02-22,2026-04-08,Net 45,7290,7290,N,
INV-10071,C020,Pinewood Industrial,2026-04-22,2026-05-22,Net 30,49180,49180,Y,Awaiting credit memo
INV-10072,C020,Pinewood Industrial,2026-04-21,2026-05-21,Net 30,23080,23080,Y,Freight charges contested
INV-10073,C020,Pinewood Industrial,2026-02-09,2026-03-11,Net 30,44650,44650,N,
INV-10074,C020,Pinewood Industrial,2026-01-22,2026-02-21,Net 30,27440,27440,N,
INV-10075,C021,Crossroads Distributors,2026-04-06,2026-05-06,Net 30,12840,12840,Y,Missing PO number on invoice
INV-10076,C021,Crossroads Distributors,2026-03-27,2026-04-26,Net 30,27640,21340,Y,Damaged goods reported
INV-10077,C021,Crossroads Distributors,2026-02-26,2026-03-28,Net 30,20450,20450,N,
INV-10078,C021,Crossroads Distributors,2026-01-23,2026-02-22,Net 30,26730,26730,N,
INV-10079,C022,Harbor Point Mfg,2026-05-11,2026-06-10,Net 30,36660,36660,N,
INV-10080,C022,Harbor Point Mfg,2026-03-24,2026-04-23,Net 30,32740,32740,N,
INV-10081,C022,Harbor Point Mfg,2026-03-04,2026-04-03,Net 30,42580,42580,N,
INV-10082,C022,Harbor Point Mfg,2026-02-07,2026-03-09,Net 30,17820,17820,N,
INV-10083,C023,Redwood Hollow Co,2026-04-25,2026-05-25,Net 30,20600,20600,N,
INV-10084,C023,Redwood Hollow Co,2026-04-24,2026-05-24,Net 30,29430,29430,N,
INV-10085,C023,Redwood Hollow Co,2026-04-05,2026-05-05,Net 30,13640,13640,N,
INV-10086,C023,Redwood Hollow Co,2026-03-13,2026-04-12,Net 30,14360,14360,N,
INV-10087,C023,Redwood Hollow Co,2026-03-10,2026-04-09,Net 30,23110,23110,N,
INV-10088,C024,Stonebridge Parts,2026-05-05,2026-06-04,Net 30,7260,7260,N,
INV-10089,C024,Stonebridge Parts,2026-04-18,2026-05-18,Net 30,16100,16100,N,
INV-10090,C024,Stonebridge Parts,2026-04-12,2026-05-12,Net 30,9810,9810,N,
INV-10091,C024,Stonebridge Parts,2026-03-15,2026-04-14,Net 30,17430,17430,N,
INV-10092,C025,Eastgate Materials,2026-05-10,2026-06-09,Net 30,13180,13180,N,
INV-10093,C025,Eastgate Materials,2026-05-01,2026-05-31,Net 30,12290,12290,N,
INV-10094,C025,Eastgate Materials,2026-04-27,2026-05-27,Net 30,9490,9490,N,
INV-10095,C025,Eastgate Materials,2026-04-11,2026-05-11,Net 30,18330,18330,N,
INV-10096,C025,Eastgate Materials,2026-03-03,2026-04-02,Net 30,15350,15350,N,
INV-10097,C026,Clearwater Industrial,2026-05-08,2026-06-22,Net 45,11590,11590,N,
INV-10098,C026,Clearwater Industrial,2026-05-03,2026-06-17,Net 45,10120,10120,N,
INV-10099,C026,Clearwater Industrial,2026-04-28,2026-06-12,Net 45,11190,11190,N,
INV-10100,C026,Clearwater Industrial,2026-03-20,2026-05-04,Net 45,8710,8710,N,
INV-10101,C026,Clearwater Industrial,2026-03-17,2026-05-01,Net 45,13780,13780,N,
INV-10102,C026,Clearwater Industrial,2026-02-07,2026-03-24,Net 45,6410,6410,N,
INV-10103,C026,Clearwater Industrial,2026-01-28,2026-03-14,Net 45,15740,15740,N,
INV-10104,C027,Foundry Lane Supply,2026-04-25,2026-05-25,Net 30,34750,34750,N,
INV-10105,C027,Foundry Lane Supply,2026-04-12,2026-05-12,Net 30,12060,12060,N,
INV-10106,C027,Foundry Lane Supply,2026-03-17,2026-04-16,Net 30,16080,16080,N,
INV-10107,C027,Foundry Lane Supply,2026-03-08,2026-04-07,Net 30,23800,23800,N,
INV-10108,C027,Foundry Lane Supply,2026-02-15,2026-03-17,Net 30,24270,24270,N,
INV-10109,C027,Foundry Lane Supply,2026-02-06,2026-03-08,Net 30,33530,33530,N,
INV-10110,C028,Apex Holdings Group,2026-04-05,2026-05-05,Net 30,39340,39340,N,
INV-10111,C028,Apex Holdings Group,2026-03-28,2026-04-27,Net 30,36230,36230,N,
INV-10112,C028,Apex Holdings Group,2026-03-23,2026-04-22,Net 30,20460,20460,N,
INV-10113,C028,Apex Holdings Group,2025-12-16,2026-01-15,Net 30,19520,19520,Y,Freight charges contested
INV-10114,C028,Apex Holdings Group,2025-12-09,2026-01-08,Net 30,32410,32410,N,
INV-10115,C028,Apex Holdings Group,2025-12-06,2026-01-05,Net 30,55570,55570,N,
INV-10116,C028,Apex Holdings Group,2025-11-15,2025-12-15,Net 30,57200,57200,N,
INV-10117,C028,Apex Holdings Group,2025-11-02,2025-12-02,Net 30,48710,48710,N,
INV-10118,C029,Beacon Street Trading,2026-05-10,2026-06-09,Net 30,52740,52740,N,
INV-10119,C029,Beacon Street Trading,2026-04-28,2026-05-28,Net 30,24010,24010,N,
INV-10120,C029,Beacon Street Trading,2026-04-11,2026-05-11,Net 30,50700,50700,N,
INV-10121,C029,Beacon Street Trading,2026-04-10,2026-05-10,Net 30,23810,23810,N,
INV-10122,C029,Beacon Street Trading,2026-03-30,2026-04-29,Net 30,46690,46690,N,
INV-10123,C029,Beacon Street Trading,2026-02-23,2026-03-25,Net 30,20340,20340,N,
INV-10124,C029,Beacon Street Trading,2026-02-14,2026-03-16,Net 30,19920,19920,N,
INV-10125,C029,Beacon Street Trading,2025-12-25,2026-01-24,Net 30,25960,25960,N,
INV-10126,C030,Lighthouse Industrial,2026-05-09,2026-06-08,Net 30,30380,30380,N,
INV-10127,C030,Lighthouse Industrial,2026-05-08,2026-06-07,Net 30,43750,43750,N,
INV-10128,C030,Lighthouse Industrial,2026-04-23,2026-05-23,Net 30,50910,50910,N,
INV-10129,C030,Lighthouse Industrial,2026-03-19,2026-04-18,Net 30,30370,30370,N,
INV-10130,C030,Lighthouse Industrial,2026-01-29,2026-02-28,Net 30,29190,29190,Y,Freight charges contested
INV-10131,C030,Lighthouse Industrial,2026-01-23,2026-02-22,Net 30,63740,63740,N,
INV-10132,C031,Keystone Freight Co,2026-05-05,2026-06-04,Net 30,29680,29680,N,
INV-10133,C031,Keystone Freight Co,2026-05-05,2026-06-04,Net 30,35820,35820,Y,Awaiting credit memo
INV-10134,C031,Keystone Freight Co,2026-04-21,2026-05-21,Net 30,23120,23120,Y,Pricing discrepancy vs. PO
INV-10135,C031,Keystone Freight Co,2026-04-15,2026-05-15,Net 30,25270,25270,N,
INV-10136,C031,Keystone Freight Co,2026-03-22,2026-04-21,Net 30,32880,32880,N,
INV-10137,C031,Keystone Freight Co,2026-02-15,2026-03-17,Net 30,26600,26600,N,
INV-10138,C031,Keystone Freight Co,2025-12-26,2026-01-25,Net 30,25180,15960,Y,Pricing discrepancy vs. PO
INV-10139,C031,Keystone Freight Co,2025-12-24,2026-01-23,Net 30,43630,43630,N,
INV-10140,C031,Keystone Freight Co,2025-12-22,2026-01-21,Net 30,27320,27320,N,
INV-10141,C032,Old Mill Manufacturing,2026-05-11,2026-06-10,Net 30,20510,20510,N,
INV-10142,C032,Old Mill Manufacturing,2026-05-10,2026-06-09,Net 30,22250,22250,N,
INV-10143,C032,Old Mill Manufacturing,2026-05-03,2026-06-02,Net 30,25480,25480,N,
INV-10144,C032,Old Mill Manufacturing,2026-05-02,2026-06-01,Net 30,38650,38650,N,
INV-10145,C032,Old Mill Manufacturing,2026-03-24,2026-04-23,Net 30,52290,52290,N,
INV-10146,C032,Old Mill Manufacturing,2026-02-08,2026-03-10,Net 30,38800,38800,N,
INV-10147,C032,Old Mill Manufacturing,2026-02-02,2026-03-04,Net 30,22990,22990,N,
INV-10148,C032,Old Mill Manufacturing,2026-01-16,2026-02-15,Net 30,24410,24410,N,
INV-10149,C033,Junction Box LLC,2026-05-06,2026-05-21,Net 15,6410,6410,N,
INV-10150,C034,Two Rivers Workshop,2026-04-23,2026-05-23,Net 30,21600,21600,N,
INV-10151,C035,Hilltop Supply,2026-05-08,2026-05-23,Net 15,4820,4820,N,
INV-10152,C036,Anchor & Co Trading,2026-05-12,2026-05-27,Net 15,2340,2340,N,
INV-10153,C036,Anchor & Co Trading,2026-05-08,2026-05-23,Net 15,1370,1370,N,
INV-10154,C036,Anchor & Co Trading,2026-04-30,2026-05-15,Net 15,1690,1690,N,
INV-10155,C037,Maple Street Mfg,2026-05-06,2026-05-21,Net 15,1300,1300,N,
INV-10156,C037,Maple Street Mfg,2026-05-01,2026-05-16,Net 15,1220,1220,N,
INV-10157,C037,Maple Street Mfg,2026-04-26,2026-05-11,Net 15,710,710,N,
INV-10158,C037,Maple Street Mfg,2026-04-25,2026-05-10,Net 15,1550,1550,N,
INV-10159,C038,Quail Run Hardware,2026-04-27,2026-05-12,Net 15,2230,2230,N,
INV-10160,C038,Quail Run Hardware,2026-04-14,2026-04-29,Net 15,2080,2080,N,
INV-10161,C038,Quail Run Hardware,2026-04-11,2026-04-26,Net 15,1950,1950,N,
INV-10162,C038,Quail Run Hardware,2026-04-07,2026-04-22,Net 15,1230,1230,N,
INV-10163,C039,Bramble Hill Goods,2026-03-08,2026-04-07,Net 30,7860,7860,N,
INV-10164,C040,Fox Hollow Supply,2026-05-07,2026-06-06,Net 30,8290,8290,N,
