invoice_id,customer_id,customer_name,invoice_date,due_date,payment_terms,invoice_amount,open_balance,dispute_flag,dispute_reason
INV-10127,C026,Clearwater Industrial,2026-03-06,2026-04-05,Net 30,45760,45760,N,
INV-10128,C027,Foundry Lane Supply,2026-04-04,2026-05-19,Net 45,261610,261610,N,
INV-10129,C027,Foundry Lane Supply,2026-03-15,2026-04-29,Net 45,218210,218210,N,
INV-10130,C027,Foundry Lane Supply,2026-03-13,2026-04-27,Net 45,140250,75660,Y,Quantity mismatch on receipt
INV-10131,C027,Foundry Lane Supply,2026-02-12,2026-03-29,Net 45,215220,215220,N,
INV-10132,C028,Apex Holdings Group,2026-05-05,2026-06-04,Net 30,696070,696070,N,
INV-10133,C028,Apex Holdings Group,2026-03-10,2026-04-09,Net 30,333690,333690,N,
INV-10134,C028,Apex Holdings Group,2026-03-03,2026-04-02,Net 30,653470,653470,N,
INV-10135,C028,Apex Holdings Group,2026-02-20,2026-03-22,Net 30,562560,562560,N,
INV-10136,C028,Apex Holdings Group,2026-02-01,2026-03-03,Net 30,383640,383640,N,
INV-10137,C029,Beacon Street Trading,2026-04-21,2026-05-21,Net 30,361570,361570,N,
INV-10138,C029,Beacon Street Trading,2026-04-15,2026-05-15,Net 30,233140,233140,N,
INV-10139,C029,Beacon Street Trading,2026-04-13,2026-05-13,Net 30,356800,356800,N,
INV-10140,C029,Beacon Street Trading,2026-03-09,2026-04-08,Net 30,332290,332290,N,
INV-10141,C029,Beacon Street Trading,2026-03-04,2026-04-03,Net 30,182920,182920,N,
INV-10142,C029,Beacon Street Trading,2026-02-18,2026-03-20,Net 30,203400,203400,N,
INV-10143,C029,Beacon Street Trading,2026-01-31,2026-03-02,Net 30,175610,175610,N,
INV-10144,C030,Lighthouse Industrial,2026-04-27,2026-05-27,Net 30,154330,154330,N,
INV-10145,C030,Lighthouse Industrial,2026-03-30,2026-04-29,Net 30,248770,248770,N,
INV-10146,C030,Lighthouse Industrial,2026-03-25,2026-04-24,Net 30,229030,229030,N,
INV-10147,C030,Lighthouse Industrial,2026-03-13,2026-04-12,Net 30,167290,167290,N,
INV-10148,C030,Lighthouse Industrial,2026-02-01,2026-03-03,Net 30,257320,257320,N,
INV-10149,C030,Lighthouse Industrial,2026-01-22,2026-02-21,Net 30,241200,241200,N,
INV-10150,C030,Lighthouse Industrial,2026-01-03,2026-02-02,Net 30,192510,192510,N,
INV-10151,C031,Keystone Freight Co,2026-04-10,2026-05-10,Net 30,402020,402020,N,
INV-10152,C031,Keystone Freight Co,2026-03-07,2026-04-06,Net 30,339230,339230,N,
INV-10153,C031,Keystone Freight Co,2026-02-26,2026-03-28,Net 30,168820,168820,Y,Damaged goods reported
INV-10154,C031,Keystone Freight Co,2026-01-25,2026-02-24,Net 30,189480,189480,N,
INV-10155,C032,Old Mill Manufacturing,2026-05-04,2026-06-18,Net 45,152260,152260,N,
INV-10156,C032,Old Mill Manufacturing,2026-04-25,2026-06-09,Net 45,203810,203810,N,
INV-10157,C032,Old Mill Manufacturing,2026-03-13,2026-04-27,Net 45,151310,151310,N,
INV-10158,C032,Old Mill Manufacturing,2026-03-12,2026-04-26,Net 45,260460,260460,N,
INV-10159,C032,Old Mill Manufacturing,2026-03-10,2026-04-24,Net 45,196420,196420,N,
INV-10160,C032,Old Mill Manufacturing,2026-02-09,2026-03-26,Net 45,128480,128480,N,
INV-10161,C032,Old Mill Manufacturing,2026-02-05,2026-03-22,Net 45,157910,123030,Y,Short shipment claim
INV-10162,C032,Old Mill Manufacturing,2026-01-20,2026-03-06,Net 45,296600,296600,N,
INV-10163,C033,Junction Box LLC,2026-04-21,2026-05-21,Net 30,161460,161460,N,
INV-10164,C034,Two Rivers Workshop,2026-05-03,2026-06-02,Net 30,26430,26430,N,
INV-10165,C034,Two Rivers Workshop,2026-04-17,2026-05-17,Net 30,25410,25410,N,
INV-10166,C034,Two Rivers Workshop,2026-03-25,2026-04-24,Net 30,37870,37870,N,
INV-10167,C034,Two Rivers Workshop,2026-03-23,2026-04-22,Net 30,37280,37280,N,
INV-10168,C035,Hilltop Supply,2026-04-22,2026-05-22,Net 30,98640,98640,N,
INV-10169,C036,Anchor & Co Trading,2026-05-09,2026-05-24,Net 15,41030,41030,N,
INV-10170,C036,Anchor & Co Trading,2026-04-28,2026-05-13,Net 15,26830,26830,N,
INV-10171,C036,Anchor & Co Trading,2026-04-13,2026-04-28,Net 15,38050,38050,N,
INV-10172,C037,Maple Street Mfg,2026-04-17,2026-05-17,Net 30,15990,15990,N,
INV-10173,C037,Maple Street Mfg,2026-03-31,2026-04-30,Net 30,23690,23690,N,
INV-10174,C038,Quail Run Hardware,2026-04-17,2026-05-02,Net 15,76960,76960,N,
INV-10175,C039,Bramble Hill Goods,2026-04-20,2026-05-20,Net 30,20950,20950,N,
INV-10176,C039,Bramble Hill Goods,2026-04-03,2026-05-03,Net 30,20790,20790,N,
INV-10177,C039,Bramble Hill Goods,2026-04-01,2026-05-01,Net 30,18710,18710,N,
INV-10178,C039,Bramble Hill Goods,2026-03-19,2026-04-18,Net 30,34710,34710,N,
INV-10179,C040,Fox Hollow Supply,2026-05-01,2026-05-31,Net 30,34240,34240,N,
INV-10180,C040,Fox Hollow Supply,2026-04-22,2026-05-22,Net 30,37150,37150,N,
INV-10181,C040,Fox Hollow Supply,2026-03-23,2026-04-22,Net 30,18860,18860,N,
INV-10182,C040,Fox Hollow Supply,2026-03-19,2026-04-18,Net 30,36830,36830,N,
