invoice_id,customer_id,customer_name,invoice_date,due_date,payment_terms,invoice_amount,open_balance,dispute_flag,dispute_reason
INV-10023,C004,Pacifica Materials Co,2026-03-25,2026-05-09,Net 45,91820,91820,N,
INV-10024,C005,Granite Peak Industries,2026-05-07,2026-07-06,Net 60,107820,107820,N,
INV-10025,C005,Granite Peak Industries,2026-04-17,2026-06-16,Net 60,129510,129510,N,
INV-10026,C005,Granite Peak Industries,2026-04-02,2026-06-01,Net 60,135380,135380,N,
INV-10027,C005,Granite Peak Industries,2026-03-08,2026-05-07,Net 60,127950,127950,N,
INV-10028,C005,Granite Peak Industries,2026-03-06,2026-05-05,Net 60,119440,119440,N,
INV-10029,C006,Birch & Hollow Supply,2026-05-05,2026-06-04,Net 30,14700,14700,N,
INV-10030,C006,Birch & Hollow Supply,2026-05-05,2026-06-04,Net 30,12460,12460,N,
INV-10031,C006,Birch & Hollow Supply,2026-04-24,2026-05-24,Net 30,15440,15440,N,
INV-10032,C006,Birch & Hollow Supply,2026-04-16,2026-05-16,Net 30,34290,34290,N,
INV-10033,C006,Birch & Hollow Supply,2026-04-14,2026-05-14,Net 30,28630,28630,N,
INV-10034,C007,Cedar Valley Distribution,2026-05-02,2026-06-01,Net 30,28230,28230,N,
INV-10035,C007,Cedar Valley Distribution,2026-04-23,2026-05-23,Net 30,28730,28730,N,
INV-10036,C007,Cedar Valley Distribution,2026-04-12,2026-05-12,Net 30,29700,29700,N,
INV-10037,C007,Cedar Valley Distribution,2026-04-06,2026-05-06,Net 30,19590,19590,N,
INV-10038,C008,Riverstone Packaging,2026-05-06,2026-06-05,Net 30,30500,30500,N,
INV-10039,C008,Riverstone Packaging,2026-05-04,2026-06-03,Net 30,48590,48590,N,
INV-10040,C008,Riverstone Packaging,2026-04-08,2026-05-08,Net 30,47950,47950,N,
INV-10041,C008,Riverstone Packaging,2026-04-04,2026-05-04,Net 30,22430,22430,N,
INV-10042,C009,Halcyon Tool Works,2026-05-04,2026-06-18,Net 45,82140,82140,N,
INV-10043,C009,Halcyon Tool Works,2026-04-28,2026-06-12,Net 45,209660,209660,N,
INV-10044,C010,Brightline Logistics,2026-05-01,2026-05-31,Net 30,85600,85600,N,
INV-10045,C010,Brightline Logistics,2026-04-24,2026-05-24,Net 30,127990,127990,N,
INV-10046,C011,Copperfield Equipment,2026-04-17,2026-05-17,Net 30,41200,41200,N,
INV-10047,C011,Copperfield Equipment,2026-04-13,2026-05-13,Net 30,50570,50570,N,
INV-10048,C011,Copperfield Equipment,2026-04-12,2026-05-12,Net 30,35100,35100,N,
INV-10049,C011,Copperfield Equipment,2026-04-12,2026-05-12,Net 30,38930,38930,N,
INV-10050,C012,Aspen Grove Products,2026-05-10,2026-06-09,Net 30,59950,59950,N,
INV-10051,C012,Aspen Grove Products,2026-04-22,2026-05-22,Net 30,22090,22090,N,
INV-10052,C012,Aspen Grove Products,2026-04-14,2026-05-14,Net 30,22470,22470,N,
INV-10053,C012,Aspen Grove Products,2026-04-14,2026-05-14,Net 30,43750,43750,N,
INV-10054,C012,Aspen Grove Products,2026-04-10,2026-05-10,Net 30,21770,21770,Y,Freight charges contested
INV-10055,C013,Tidewater Fabrication,2026-05-07,2026-06-06,Net 30,25650,25650,N,
INV-10056,C013,Tidewater Fabrication,2026-04-18,2026-05-18,Net 30,31040,31040,N,
INV-10057,C013,Tidewater Fabrication,2026-04-18,2026-05-18,Net 30,36570,36570,N,
INV-10058,C013,Tidewater Fabrication,2026-04-03,2026-05-03,Net 30,31870,31870,N,
INV-10059,C014,Maple Ridge Hardware,2026-04-29,2026-06-13,Net 45,48780,48780,N,
INV-10060,C014,Maple Ridge Hardware,2026-04-23,2026-06-07,Net 45,72350,72350,N,
INV-10061,C014,Maple Ridge Hardware,2026-03-27,2026-05-11,Net 45,71490,71490,N,
INV-10062,C014,Maple Ridge Hardware,2026-03-18,2026-05-02,Net 45,84900,84900,N,
INV-10063,C015,Lakeshore Components,2026-04-29,2026-05-29,Net 30,75950,75950,N,
INV-10064,C015,Lakeshore Components,2026-04-09,2026-05-09,Net 30,63130,63130,N,
INV-10065,C016,Vanguard Metalworks,2026-05-10,2026-06-09,Net 30,24130,24130,N,
INV-10066,C016,Vanguard Metalworks,2026-05-03,2026-06-02,Net 30,27210,27210,N,
INV-10067,C016,Vanguard Metalworks,2026-04-29,2026-05-29,Net 30,23710,23710,N,
INV-10068,C016,Vanguard Metalworks,2026-04-24,2026-05-24,Net 30,31920,31920,N,
INV-10069,C016,Vanguard Metalworks,2026-04-14,2026-05-14,Net 30,46620,46620,N,
INV-10070,C016,Vanguard Metalworks,2026-03-19,2026-04-18,Net 30,51410,51410,N,
INV-10071,C017,Ironclad Supply Co,2026-05-12,2026-06-11,Net 30,34820,34820,N,
INV-10072,C017,Ironclad Supply Co,2026-05-03,2026-06-02,Net 30,17950,17950,N,
INV-10073,C017,Ironclad Supply Co,2026-05-02,2026-06-01,Net 30,27310,27310,N,
INV-10074,C017,Ironclad Supply Co,2026-04-16,2026-05-16,Net 30,26180,26180,N,
INV-10075,C017,Ironclad Supply Co,2026-04-04,2026-05-04,Net 30,20050,20050,Y,Pricing discrepancy vs. PO
INV-10076,C017,Ironclad Supply Co,2026-03-14,2026-04-13,Net 30,32060,32060,N,
INV-10077,C018,Summit Crest Trading,2026-04-30,2026-06-14,Net 45,21120,21120,N,
INV-10078,C018,Summit Crest Trading,2026-03-22,2026-05-06,Net 45,54200,54200,N,
INV-10079,C018,Summit Crest Trading,2026-03-20,2026-05-04,Net 45,46980,46980,N,
INV-10080,C018,Summit Crest Trading,2026-03-01,2026-04-15,Net 45,33520,33520,N,
INV-10081,C018,Summit Crest Trading,2026-03-01,2026-04-15,Net 45,25280,25280,N,
INV-10082,C019,Delta Bay Wholesale,2026-04-28,2026-05-28,Net 30,32210,32210,N,
INV-10083,C019,Delta Bay Wholesale,2026-04-26,2026-05-26,Net 30,38230,38230,N,
INV-10084,C019,Delta Bay Wholesale,2026-03-29,2026-04-28,Net 30,61500,61500,N,
INV-10085,C019,Delta Bay Wholesale,2026-03-15,2026-04-14,Net 30,60980,60980,Y,Pricing discrepancy vs. PO
INV-10086,C019,Delta Bay Wholesale,2026-03-14,2026-04-13,Net 30,58210,58210,N,
INV-10087,C020,Pinewood Industrial,2026-04-30,2026-05-30,Net 30,27690,27690,N,
INV-10088,C020,Pinewood Industrial,2026-04-21,2026-05-21,Net 30,19150,19150,N,
INV-10089,C020,Pinewood Industrial,2026-04-10,2026-05-10,Net 30,26890,26890,N,
INV-10090,C020,Pinewood Industrial,2026-03-27,2026-04-26,Net 30,21890,21890,N,
INV-10091,C020,Pinewood Industrial,2026-03-21,2026-04-20,Net 30,19240,19240,N,
INV-10092,C020,Pinewood Industrial,2026-03-21,2026-04-20,Net 30,20940,20940,N,
INV-10093,C020,Pinewood Industrial,2026-03-17,2026-04-16,Net 30,20920,20920,N,
INV-10094,C020,Pinewood Industrial,2026-03-16,2026-04-15,Net 30,19760,19760,N,
INV-10095,C021,Crossroads Distributors,2026-05-12,2026-06-26,Net 45,30720,30720,N,
INV-10096,C021,Crossroads Distributors,2026-04-20,2026-06-04,Net 45,55030,55030,N,
INV-10097,C021,Crossroads Distributors,2026-04-10,2026-05-25,Net 45,47010,47010,N,
INV-10098,C021,Crossroads Distributors,2026-03-04,2026-04-18,Net 45,24120,24120,N,
INV-10099,C021,Crossroads Distributors,2026-03-03,2026-04-17,Net 45,42570,42570,N,
INV-10100,C021,Crossroads Distributors,2026-02-16,2026-04-02,Net 45,42790,42790,N,
INV-10101,C021,Crossroads Distributors,2026-02-12,2026-03-29,Net 45,46700,46700,N,
INV-10102,C021,Crossroads Distributors,2026-02-01,2026-03-18,Net 45,59530,59530,N,
INV-10103,C022,Harbor Point Mfg,2026-04-26,2026-05-26,Net 30,31420,31420,N,
INV-10104,C022,Harbor Point Mfg,2026-04-17,2026-05-17,Net 30,30910,30910,N,
INV-10105,C022,Harbor Point Mfg,2026-04-08,2026-05-08,Net 30,22780,22780,N,
INV-10106,C022,Harbor Point Mfg,2026-03-25,2026-04-24,Net 30,18730,18730,N,
INV-10107,C023,Redwood Hollow Co,2026-05-04,2026-06-18,Net 45,7900,7900,N,
INV-10108,C023,Redwood Hollow Co,2026-05-01,2026-06-15,Net 45,14990,14990,N,
INV-10109,C023,Redwood Hollow Co,2026-04-16,2026-05-31,Net 45,24480,24480,N,
INV-10110,C023,Redwood Hollow Co,2026-04-10,2026-05-25,Net 45,24200,24200,N,
INV-10111,C023,Redwood Hollow Co,2026-04-07,2026-05-22,Net 45,22060,22060,N,
INV-10112,C023,Redwood Hollow Co,2026-03-06,2026-04-20,Net 45,8020,8020,N,
INV-10113,C023,Redwood Hollow Co,2026-02-22,2026-04-08,Net 45,17240,17240,N,
INV-10114,C024,Stonebridge Parts,2026-05-06,2026-06-05,Net 30,15490,15490,N,
INV-10115,C024,Stonebridge Parts,2026-05-01,2026-05-31,Net 30,27070,27070,N,
INV-10116,C024,Stonebridge Parts,2026-04-19,2026-05-19,Net 30,16590,16590,N,
INV-10117,C024,Stonebridge Parts,2026-04-06,2026-05-06,Net 30,18520,18520,N,
INV-10118,C024,Stonebridge Parts,2026-03-26,2026-04-25,Net 30,11910,11910,N,
INV-10119,C024,Stonebridge Parts,2026-03-03,2026-04-02,Net 30,19400,19400,N,
INV-10120,C024,Stonebridge Parts,2026-03-01,2026-03-31,Net 30,9440,9440,N,
INV-10121,C025,Eastgate Materials,2026-05-02,2026-06-01,Net 30,16850,16850,N,
INV-10122,C025,Eastgate Materials,2026-04-27,2026-05-27,Net 30,45840,29570,Y,Short shipment claim
INV-10123,C025,Eastgate Materials,2026-04-19,2026-05-19,Net 30,37380,37380,N,
INV-10124,C025,Eastgate Materials,2026-04-19,2026-05-19,Net 30,28540,28540,N,
INV-10125,C025,Eastgate Materials,2026-03-26,2026-04-25,Net 30,22760,22760,N,
INV-10126,C025,Eastgate Materials,2026-03-26,2026-04-25,Net 30,31120,31120,N,
INV-10127,C025,Eastgate Materials,2026-03-24,2026-04-23,Net 30,29890,29890,N,
INV-10128,C025,Eastgate Materials,2026-03-15,2026-04-14,Net 30,16670,16670,N,
INV-10129,C026,Clearwater Industrial,2026-04-21,2026-06-05,Net 45,82820,82820,N,
INV-10130,C026,Clearwater Industrial,2026-04-19,2026-06-03,Net 45,68860,68860,N,
INV-10131,C026,Clearwater Industrial,2026-03-17,2026-05-01,Net 45,64450,64450,N,
INV-10132,C026,Clearwater Industrial,2026-02-25,2026-04-11,Net 45,35300,35300,N,
INV-10133,C027,Foundry Lane Supply,2026-04-03,2026-05-18,Net 45,62790,62790,N,
INV-10134,C027,Foundry Lane Supply,2026-03-19,2026-05-03,Net 45,55550,55550,N,
INV-10135,C027,Foundry Lane Supply,2026-03-17,2026-05-01,Net 45,24980,24980,N,
INV-10136,C027,Foundry Lane Supply,2026-03-14,2026-04-28,Net 45,39770,39770,N,
INV-10137,C027,Foundry Lane Supply,2026-03-10,2026-04-24,Net 45,42650,42650,N,
INV-10138,C027,Foundry Lane Supply,2026-02-22,2026-04-08,Net 45,55530,55530,N,
INV-10139,C028,Apex Holdings Group,2026-03-31,2026-05-15,Net 45,91980,91980,N,
INV-10140,C028,Apex Holdings Group,2026-03-26,2026-05-10,Net 45,53840,53840,N,
INV-10141,C028,Apex Holdings Group,2026-03-08,2026-04-22,Net 45,92970,92970,N,
INV-10142,C028,Apex Holdings Group,2026-02-26,2026-04-12,Net 45,61920,61920,N,
INV-10143,C029,Beacon Street Trading,2026-05-10,2026-06-09,Net 30,32720,32720,N,
INV-10144,C029,Beacon Street Trading,2026-04-27,2026-05-27,Net 30,54140,54140,N,
INV-10145,C029,Beacon Street Trading,2026-04-17,2026-05-17,Net 30,49970,49970,N,
INV-10146,C029,Beacon Street Trading,2026-04-04,2026-05-04,Net 30,57490,57490,Y,Awaiting credit memo
INV-10147,C029,Beacon Street Trading,2026-03-29,2026-04-28,Net 30,26260,26260,N,
INV-10148,C029,Beacon Street Trading,2026-03-12,2026-04-11,Net 30,66950,66950,N,
INV-10149,C029,Beacon Street Trading,2026-03-10,2026-04-09,Net 30,38950,38950,N,
INV-10150,C029,Beacon Street Trading,2026-02-20,2026-03-22,Net 30,77930,77930,N,
INV-10151,C030,Lighthouse Industrial,2026-04-28,2026-05-28,Net 30,92600,92600,N,
INV-10152,C030,Lighthouse Industrial,2026-04-27,2026-05-27,Net 30,74050,74050,N,
INV-10153,C030,Lighthouse Industrial,2026-04-18,2026-05-18,Net 30,93470,93470,N,
INV-10154,C030,Lighthouse Industrial,2026-03-22,2026-04-21,Net 30,51190,51190,N,
INV-10155,C030,Lighthouse Industrial,2026-03-09,2026-04-08,Net 30,88060,88060,N,
INV-10156,C030,Lighthouse Industrial,2026-03-08,2026-04-07,Net 30,114120,114120,Y,Damaged goods reported
INV-10157,C030,Lighthouse Industrial,2026-01-09,2026-02-08,Net 30,109540,109540,N,
INV-10158,C031,Keystone Freight Co,2026-04-22,2026-05-22,Net 30,77690,77690,N,
INV-10159,C031,Keystone Freight Co,2026-04-17,2026-05-17,Net 30,88560,88560,N,
INV-10160,C031,Keystone Freight Co,2026-03-06,2026-04-05,Net 30,89120,89120,N,
INV-10161,C031,Keystone Freight Co,2026-02-25,2026-03-27,Net 30,39470,39470,N,
INV-10162,C031,Keystone Freight Co,2026-02-15,2026-03-17,Net 30,86040,86040,N,
INV-10163,C032,Old Mill Manufacturing,2026-05-07,2026-06-06,Net 30,35970,35970,N,
INV-10164,C032,Old Mill Manufacturing,2026-04-24,2026-05-24,Net 30,29730,17960,Y,Awaiting credit memo
INV-10165,C032,Old Mill Manufacturing,2026-04-18,2026-05-18,Net 30,31810,31810,N,
INV-10166,C032,Old Mill Manufacturing,2026-03-20,2026-04-19,Net 30,31360,31360,N,
INV-10167,C032,Old Mill Manufacturing,2026-03-08,2026-04-07,Net 30,53700,53700,N,
INV-10168,C032,Old Mill Manufacturing,2026-02-11,2026-03-13,Net 30,74830,74830,N,
INV-10169,C032,Old Mill Manufacturing,2026-02-11,2026-03-13,Net 30,28690,28690,N,
INV-10170,C032,Old Mill Manufacturing,2026-01-22,2026-02-21,Net 30,62570,62570,N,
INV-10171,C033,Junction Box LLC,2026-04-20,2026-05-20,Net 30,21950,21950,N,
INV-10172,C033,Junction Box LLC,2026-04-01,2026-05-01,Net 30,24680,24680,N,
INV-10173,C034,Two Rivers Workshop,2026-04-29,2026-05-29,Net 30,13980,13980,N,
INV-10174,C034,Two Rivers Workshop,2026-04-26,2026-05-26,Net 30,10660,10660,N,
INV-10175,C034,Two Rivers Workshop,2026-03-24,2026-04-23,Net 30,7930,7930,N,
INV-10176,C035,Hilltop Supply,2026-05-09,2026-05-24,Net 15,10350,10350,N,
INV-10177,C035,Hilltop Supply,2026-04-25,2026-05-10,Net 15,8940,8940,N,
INV-10178,C035,Hilltop Supply,2026-04-25,2026-05-10,Net 15,13530,13530,N,
INV-10179,C035,Hilltop Supply,2026-04-25,2026-05-10,Net 15,6480,6480,N,
INV-10180,C036,Anchor & Co Trading,2026-05-07,2026-05-22,Net 15,6420,6420,N,
INV-10181,C036,Anchor & Co Trading,2026-04-23,2026-05-08,Net 15,6420,6420,N,
INV-10182,C036,Anchor & Co Trading,2026-04-22,2026-05-07,Net 15,4370,4370,N,
INV-10183,C036,Anchor & Co Trading,2026-04-22,2026-05-07,Net 15,4800,4800,N,
INV-10184,C037,Maple Street Mfg,2026-05-03,2026-06-02,Net 30,5940,5940,N,
INV-10185,C037,Maple Street Mfg,2026-04-19,2026-05-19,Net 30,3950,3950,N,
INV-10186,C037,Maple Street Mfg,2026-04-01,2026-05-01,Net 30,5000,5000,N,
INV-10187,C037,Maple Street Mfg,2026-03-29,2026-04-28,Net 30,7180,7180,N,
INV-10188,C038,Quail Run Hardware,2026-04-23,2026-05-08,Net 15,9020,9020,N,
INV-10189,C039,Bramble Hill Goods,2026-04-21,2026-05-06,Net 15,7160,7160,N,
INV-10190,C040,Fox Hollow Supply,2026-04-28,2026-05-13,Net 15,4410,4410,N,
INV-10191,C040,Fox Hollow Supply,2026-04-17,2026-05-02,Net 15,4030,4030,N,
INV-10192,C040,Fox Hollow Supply,2026-04-16,2026-05-01,Net 15,5640,5640,N,
