invoice_id,customer_id,customer_name,invoice_date,due_date,payment_terms,invoice_amount,open_balance,dispute_flag,dispute_reason
INV-10046,C013,Tidewater Fabrication,2026-04-07,2026-05-07,Net 30,5640,5640,N,
INV-10047,C013,Tidewater Fabrication,2026-04-02,2026-05-02,Net 30,6850,6850,N,
INV-10048,C014,Maple Ridge Hardware,2026-04-21,2026-06-05,Net 45,47840,47840,N,
INV-10049,C014,Maple Ridge Hardware,2026-03-25,2026-05-09,Net 45,63410,63410,N,
INV-10050,C015,Lakeshore Components,2026-04-21,2026-05-21,Net 30,18970,18970,N,
INV-10051,C015,Lakeshore Components,2026-04-13,2026-05-13,Net 30,17170,17170,N,
INV-10052,C015,Lakeshore Components,2026-04-09,2026-05-09,Net 30,17230,17230,N,
INV-10053,C015,Lakeshore Components,2026-04-05,2026-05-05,Net 30,20970,20970,N,
INV-10054,C016,Vanguard Metalworks,2026-04-15,2026-05-30,Net 45,35520,35520,N,
INV-10055,C016,Vanguard Metalworks,2026-04-04,2026-05-19,Net 45,47370,47370,N,
INV-10056,C016,Vanguard Metalworks,2026-02-11,2026-03-28,Net 45,35790,35790,Y,Freight charges contested
INV-10057,C016,Vanguard Metalworks,2026-02-07,2026-03-24,Net 45,26880,26880,N,
INV-10058,C017,Ironclad Supply Co,2026-05-10,2026-06-24,Net 45,24860,24860,N,
INV-10059,C017,Ironclad Supply Co,2026-05-04,2026-06-18,Net 45,9210,9210,N,
INV-10060,C017,Ironclad Supply Co,2026-04-24,2026-06-08,Net 45,10610,10610,N,
INV-10061,C017,Ironclad Supply Co,2026-04-11,2026-05-26,Net 45,25710,25710,N,
INV-10062,C017,Ironclad Supply Co,2026-04-02,2026-05-17,Net 45,18890,18890,N,
INV-10063,C017,Ironclad Supply Co,2026-03-15,2026-04-29,Net 45,11400,11400,N,
INV-10064,C017,Ironclad Supply Co,2026-03-05,2026-04-19,Net 45,9770,9770,N,
INV-10065,C018,Summit Crest Trading,2026-03-25,2026-04-24,Net 30,23080,23080,N,
INV-10066,C018,Summit Crest Trading,2026-03-14,2026-04-13,Net 30,45770,45770,N,
INV-10067,C018,Summit Crest Trading,2026-03-11,2026-04-10,Net 30,22250,22250,N,
INV-10068,C018,Summit Crest Trading,2026-03-02,2026-04-01,Net 30,29680,29680,N,
INV-10069,C019,Delta Bay Wholesale,2026-05-12,2026-06-11,Net 30,10200,10200,Y,Pricing discrepancy vs. PO
INV-10070,C019,Delta Bay Wholesale,2026-04-23,2026-05-23,Net 30,7380,7380,N,
INV-10071,C019,Delta Bay Wholesale,2026-03-10,2026-04-09,Net 30,6950,6950,N,
INV-10072,C019,Delta Bay Wholesale,2026-03-09,2026-04-08,Net 30,9230,5030,Y,Short shipment claim
INV-10073,C019,Delta Bay Wholesale,2026-03-06,2026-04-05,Net 30,8070,8070,N,
INV-10074,C019,Delta Bay Wholesale,2026-03-04,2026-04-03,Net 30,5180,5180,N,
INV-10075,C019,Delta Bay Wholesale,2026-02-24,2026-03-26,Net 30,9590,9590,N,
INV-10076,C020,Pinewood Industrial,2026-05-01,2026-05-31,Net 30,12050,12050,N,
INV-10077,C020,Pinewood Industrial,2026-04-29,2026-05-29,Net 30,15650,15650,N,
INV-10078,C020,Pinewood Industrial,2026-04-24,2026-05-24,Net 30,10340,10340,N,
INV-10079,C020,Pinewood Industrial,2026-04-17,2026-05-17,Net 30,17130,17130,N,
INV-10080,C020,Pinewood Industrial,2026-04-16,2026-05-16,Net 30,16790,16790,N,
INV-10081,C020,Pinewood Industrial,2026-04-08,2026-05-08,Net 30,13290,13290,N,
INV-10082,C020,Pinewood Industrial,2026-04-07,2026-05-07,Net 30,13300,13300,N,
INV-10083,C021,Crossroads Distributors,2026-05-07,2026-06-21,Net 45,33630,33630,N,
INV-10084,C021,Crossroads Distributors,2026-05-06,2026-06-20,Net 45,30050,30050,N,
INV-10085,C021,Crossroads Distributors,2026-04-08,2026-05-23,Net 45,44600,44600,N,
INV-10086,C021,Crossroads Distributors,2026-04-05,2026-05-20,Net 45,27960,27960,N,
INV-10087,C021,Crossroads Distributors,2026-03-13,2026-04-27,Net 45,31940,31940,N,
INV-10088,C021,Crossroads Distributors,2026-02-24,2026-04-10,Net 45,40530,40530,N,
INV-10089,C022,Harbor Point Mfg,2026-04-14,2026-05-14,Net 30,20540,20540,N,
INV-10090,C022,Harbor Point Mfg,2026-04-08,2026-05-08,Net 30,18320,18320,N,
INV-10091,C022,Harbor Point Mfg,2026-03-15,2026-04-14,Net 30,26890,26890,N,
INV-10092,C022,Harbor Point Mfg,2026-02-18,2026-03-20,Net 30,20360,20360,N,
INV-10093,C023,Redwood Hollow Co,2026-05-07,2026-06-06,Net 30,14800,14800,N,
INV-10094,C023,Redwood Hollow Co,2026-04-06,2026-05-06,Net 30,17350,17350,N,
INV-10095,C023,Redwood Hollow Co,2026-03-28,2026-04-27,Net 30,15140,15140,N,
INV-10096,C023,Redwood Hollow Co,2026-03-09,2026-04-08,Net 30,13830,13830,N,
INV-10097,C024,Stonebridge Parts,2026-05-06,2026-06-05,Net 30,6230,6230,N,
INV-10098,C024,Stonebridge Parts,2026-04-22,2026-05-22,Net 30,10440,10440,N,
INV-10099,C024,Stonebridge Parts,2026-04-17,2026-05-17,Net 30,12820,12820,N,
INV-10100,C024,Stonebridge Parts,2026-04-14,2026-05-14,Net 30,7900,7900,N,
INV-10101,C024,Stonebridge Parts,2026-04-10,2026-05-10,Net 30,12370,12370,N,
INV-10102,C024,Stonebridge Parts,2026-03-09,2026-04-08,Net 30,5180,5180,N,
INV-10103,C024,Stonebridge Parts,2026-03-08,2026-04-07,Net 30,8530,8530,N,
INV-10104,C025,Eastgate Materials,2026-04-14,2026-05-14,Net 30,11020,11020,N,
INV-10105,C025,Eastgate Materials,2026-04-13,2026-05-13,Net 30,5200,5200,Y,Missing PO number on invoice
INV-10106,C025,Eastgate Materials,2026-04-04,2026-05-04,Net 30,9250,9250,N,
INV-10107,C025,Eastgate Materials,2026-04-03,2026-05-03,Net 30,15000,15000,N,
INV-10108,C025,Eastgate Materials,2026-03-18,2026-04-17,Net 30,7040,7040,N,
INV-10109,C025,Eastgate Materials,2026-03-09,2026-04-08,Net 30,13210,13210,N,
INV-10110,C025,Eastgate Materials,2026-03-07,2026-04-06,Net 30,15050,15050,N,
INV-10111,C026,Clearwater Industrial,2026-05-12,2026-06-26,Net 45,22060,22060,N,
INV-10112,C026,Clearwater Industrial,2026-04-20,2026-06-04,Net 45,11730,11730,N,
INV-10113,C026,Clearwater Industrial,2026-04-14,2026-05-29,Net 45,18950,18950,N,
INV-10114,C026,Clearwater Industrial,2026-04-13,2026-05-28,Net 45,23480,23480,N,
INV-10115,C026,Clearwater Industrial,2026-03-16,2026-04-30,Net 45,16920,16920,N,
INV-10116,C026,Clearwater Industrial,2026-03-12,2026-04-26,Net 45,20090,20090,N,
INV-10117,C026,Clearwater Industrial,2026-03-08,2026-04-22,Net 45,13750,13750,N,
INV-10118,C027,Foundry Lane Supply,2026-04-30,2026-05-30,Net 30,18230,18230,N,
INV-10119,C027,Foundry Lane Supply,2026-04-29,2026-05-29,Net 30,15040,15040,N,
INV-10120,C027,Foundry Lane Supply,2026-04-24,2026-05-24,Net 30,9470,9470,N,
INV-10121,C027,Foundry Lane Supply,2026-03-07,2026-04-06,Net 30,16670,16670,N,
INV-10122,C027,Foundry Lane Supply,2026-03-04,2026-04-03,Net 30,12350,12350,N,
INV-10123,C027,Foundry Lane Supply,2026-02-28,2026-03-30,Net 30,11520,11520,Y,Missing PO number on invoice
INV-10124,C028,Apex Holdings Group,2026-04-08,2026-05-23,Net 45,78260,78260,N,
INV-10125,C028,Apex Holdings Group,2026-03-15,2026-04-29,Net 45,26750,26750,N,
INV-10126,C028,Apex Holdings Group,2026-03-03,2026-04-17,Net 45,70420,70420,Y,Damaged goods reported
INV-10127,C028,Apex Holdings Group,2026-02-27,2026-04-13,Net 45,53860,53860,N,
INV-10128,C028,Apex Holdings Group,2026-01-14,2026-02-28,Net 45,35530,35530,N,
INV-10129,C029,Beacon Street Trading,2026-05-06,2026-06-05,Net 30,16850,8680,Y,Missing PO number on invoice
INV-10130,C029,Beacon Street Trading,2026-04-09,2026-05-09,Net 30,10940,10940,N,
INV-10131,C029,Beacon Street Trading,2026-04-06,2026-05-06,Net 30,13840,13840,N,
INV-10132,C029,Beacon Street Trading,2026-04-04,2026-05-04,Net 30,16690,16690,N,
INV-10133,C029,Beacon Street Trading,2026-03-14,2026-04-13,Net 30,13190,13190,N,
INV-10134,C029,Beacon Street Trading,2026-03-13,2026-04-12,Net 30,5760,5760,N,
INV-10135,C029,Beacon Street Trading,2026-02-19,2026-03-21,Net 30,16650,16650,N,
INV-10136,C029,Beacon Street Trading,2026-02-14,2026-03-16,Net 30,15080,15080,N,
INV-10137,C029,Beacon Street Trading,2026-02-10,2026-03-12,Net 30,13850,13850,N,
INV-10138,C030,Lighthouse Industrial,2026-04-26,2026-06-10,Net 45,35410,35410,N,
INV-10139,C030,Lighthouse Industrial,2026-04-10,2026-05-25,Net 45,28790,28790,N,
INV-10140,C030,Lighthouse Industrial,2026-03-15,2026-04-29,Net 45,43240,43240,N,
INV-10141,C030,Lighthouse Industrial,2026-02-14,2026-03-31,Net 45,37230,37230,N,
INV-10142,C030,Lighthouse Industrial,2026-01-31,2026-03-17,Net 45,33500,33500,N,
INV-10143,C031,Keystone Freight Co,2026-04-16,2026-05-16,Net 30,75700,75700,N,
INV-10144,C031,Keystone Freight Co,2026-02-21,2026-03-23,Net 30,30780,30780,N,
INV-10145,C031,Keystone Freight Co,2026-02-21,2026-03-23,Net 30,47620,47620,N,
INV-10146,C031,Keystone Freight Co,2026-01-16,2026-02-15,Net 30,55110,55110,N,
INV-10147,C032,Old Mill Manufacturing,2026-04-27,2026-06-11,Net 45,45160,45160,N,
INV-10148,C032,Old Mill Manufacturing,2026-03-07,2026-04-21,Net 45,38650,38650,N,
INV-10149,C032,Old Mill Manufacturing,2026-02-03,2026-03-20,Net 45,37840,37840,N,
INV-10150,C032,Old Mill Manufacturing,2026-01-18,2026-03-04,Net 45,42130,42130,N,
INV-10151,C032,Old Mill Manufacturing,2026-01-02,2026-02-16,Net 45,33040,33040,N,
INV-10152,C032,Old Mill Manufacturing,2025-12-19,2026-02-02,Net 45,50130,50130,N,
INV-10153,C033,Junction Box LLC,2026-04-04,2026-05-04,Net 30,10550,10550,N,
INV-10154,C034,Two Rivers Workshop,2026-05-11,2026-06-10,Net 30,2300,2300,N,
INV-10155,C034,Two Rivers Workshop,2026-04-22,2026-05-22,Net 30,3060,3060,N,
INV-10156,C034,Two Rivers Workshop,2026-04-17,2026-05-17,Net 30,2430,2430,N,
INV-10157,C035,Hilltop Supply,2026-04-26,2026-05-26,Net 30,4630,4630,N,
INV-10158,C035,Hilltop Supply,2026-04-26,2026-05-26,Net 30,6320,6320,N,
INV-10159,C035,Hilltop Supply,2026-04-24,2026-05-24,Net 30,5330,5330,N,
INV-10160,C036,Anchor & Co Trading,2026-04-08,2026-05-08,Net 30,24650,24650,N,
INV-10161,C037,Maple Street Mfg,2026-05-11,2026-05-26,Net 15,14820,14820,N,
INV-10162,C038,Quail Run Hardware,2026-04-18,2026-05-18,Net 30,2120,2120,N,
INV-10163,C038,Quail Run Hardware,2026-04-17,2026-05-17,Net 30,2230,2230,N,
INV-10164,C038,Quail Run Hardware,2026-04-16,2026-05-16,Net 30,4850,4850,N,
INV-10165,C039,Bramble Hill Goods,2026-04-13,2026-05-13,Net 30,10320,10320,N,
INV-10166,C040,Fox Hollow Supply,2026-04-14,2026-05-14,Net 30,16700,16700,N,
